age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-class
34,9, Asian-Pac-Islander, Male,0,0,40,1
31,11, White, Female,0,0,40,0
46,10, White, Male,0,1977,50,1
35,2, White, Male,0,0,40,0
46,10, White, Male,0,0,40,1
43,14, White, Female,0,0,40,1
35,9, Asian-Pac-Islander, Male,0,0,40,0
23,13, White, Female,0,0,20,0
43,9, Black, Male,0,0,40,0
61,9, White, Male,0,0,40,1
29,15, White, Male,0,0,50,0
21,9, White, Male,0,0,40,0
36,13, White, Male,0,1672,50,0
40,9, Black, Female,0,0,40,0
23,13, White, Male,0,0,40,0
90,13, White, Male,0,0,55,0
24,13, White, Male,0,0,40,0
20,10, White, Female,2176,0,12,0
40,14, White, Male,0,0,60,1
37,11, White, Male,0,0,55,0
31,9, White, Female,0,0,40,0
22,9, White, Male,0,0,40,0
25,10, White, Male,0,0,40,0
47,14, White, Male,0,0,60,1
48,11, White, Male,0,0,40,0
28,5, White, Female,0,0,40,0
20,10, White, Male,0,0,40,0
51,10, White, Female,0,0,40,0
32,9, White, Female,0,0,40,1
55,6, White, Male,0,0,40,0
41,13, White, Female,0,0,40,0
46,14, White, Female,7688,0,35,1
45,9, White, Male,0,0,40,1
65,9, White, Male,0,0,40,0
45,16, White, Male,7688,0,50,1
22,10, White, Female,0,0,40,0
42,15, White, Male,0,0,50,1
37,13, White, Male,5178,0,40,1
24,13, White, Female,0,0,40,0
67,10, Black, Female,0,0,41,0
28,9, White, Female,0,0,37,0
56,6, White, Male,0,0,35,1
31,11, White, Male,0,0,38,0
33,10, White, Female,0,0,40,0
45,10, White, Male,0,0,40,1
53,13, White, Male,0,1902,40,1
47,4, White, Male,0,0,40,0
40,9, White, Female,0,0,30,0
35,10, White, Male,0,0,48,0
65,4, White, Male,0,0,40,0
42,10, Black, Female,0,0,30,0
23,13, White, Female,0,0,15,0
39,10, White, Female,0,0,40,0
39,9, White, Male,0,0,30,0
37,9, White, Male,0,0,40,0
25,11, White, Female,0,0,40,0
31,9, White, Female,0,0,40,0
39,9, White, Male,0,0,45,0
39,13, White, Male,0,0,30,1
25,13, Black, Male,0,0,35,0
30,7, White, Male,0,0,40,0
37,5, Black, Female,0,0,48,0
22,9, White, Female,0,0,36,0
46,14, White, Male,0,1977,40,1
54,13, White, Female,0,1408,38,0
33,12, White, Male,0,0,45,0
70,13, White, Male,0,0,40,0
36,10, White, Male,0,0,45,0
53,14, White, Female,0,0,50,0
55,9, White, Female,0,1617,40,0
17,7, White, Female,0,0,30,0
36,10, White, Male,0,0,40,0
36,15, White, Male,0,0,55,1
40,9, Black, Male,0,0,40,0
36,9, Black, Male,0,0,50,1
28,9, White, Male,0,0,55,0
39,14, White, Male,99999,0,40,1
49,3, White, Male,0,0,45,0
63,9, White, Male,0,0,40,0
61,10, White, Male,0,0,20,0
48,9, White, Male,0,0,60,1
55,9, White, Male,0,0,40,0
20,9, White, Male,0,0,20,0
49,9, Asian-Pac-Islander, Male,0,0,40,0
27,9, Asian-Pac-Islander, Male,0,0,40,0
37,6, White, Female,0,0,33,0
32,9, White, Male,0,0,40,0
33,16, White, Male,0,0,60,0
47,11, White, Male,0,0,26,0
34,9, Black, Male,0,0,40,0
61,9, Black, Female,0,0,35,0
25,9, Black, Male,0,0,40,0
26,12, White, Male,0,0,30,0
18,9, White, Female,0,0,30,0
35,9, White, Male,0,0,50,0
56,9, White, Male,0,0,35,1
40,11, White, Male,0,0,40,0
24,8, White, Female,0,0,38,0
66,9, White, Female,0,0,40,1
42,9, White, Female,0,0,40,0
28,9, White, Male,0,0,20,0
39,10, White, Female,0,0,35,0
65,11, White, Male,0,0,25,0
20,10, White, Female,0,0,20,0
52,9, White, Male,4386,0,40,1
39,10, White, Female,0,0,40,0
18,9, White, Female,0,0,30,0
49,4, White, Female,0,0,40,0
21,10, White, Male,0,0,48,0
38,9, White, Male,0,0,40,1
55,9, White, Male,0,0,40,0
27,6, White, Male,0,0,55,0
34,9, White, Female,0,0,40,0
54,10, White, Female,0,0,40,0
38,9, White, Female,0,0,40,0
32,9, White, Female,0,0,40,0
33,10, White, Male,0,0,12,0
32,12, White, Male,0,0,50,0
34,14, White, Male,0,0,50,0
46,13, White, Male,0,0,30,1
48,14, White, Male,0,0,40,1
23,10, White, Male,0,0,40,0
48,4, White, Male,0,0,40,0
67,9, White, Male,0,0,37,1
25,13, White, Female,0,0,20,0
43,10, White, Male,4064,0,38,0
27,12, White, Female,0,0,40,0
56,2, White, Male,0,0,40,0
54,10, White, Male,0,1579,48,0
39,9, White, Male,0,1887,46,1
60,9, White, Female,0,0,25,0
27,10, White, Female,0,0,40,0
21,10, White, Male,0,0,40,0
24,10, White, Female,0,0,40,0
31,10, White, Male,0,0,40,0
22,6, White, Male,0,0,15,0
26,13, White, Female,0,0,45,0
45,9, White, Male,0,0,48,0
33,9, Asian-Pac-Islander, Male,0,0,40,0
29,5, Black, Female,0,0,40,0
72,9, White, Female,6360,0,40,0
35,9, White, Male,0,0,60,1
53,9, White, Male,0,0,40,0
40,10, White, Female,0,0,40,0
20,9, White, Male,0,0,30,0
69,9, White, Female,1848,0,12,0
41,9, White, Female,0,0,25,0
45,14, White, Male,0,0,45,1
27,9, White, Male,0,0,40,0
46,15, White, Male,99999,0,60,1
55,10, Black, Male,0,0,35,0
31,10, Black, Male,0,0,40,1
45,10, White, Female,0,0,55,0
64,9, White, Male,0,0,5,0
38,10, White, Male,0,0,45,0
17,6, White, Male,0,0,40,0
33,9, White, Female,0,1887,20,1
22,8, Black, Female,0,0,50,0
23,10, White, Female,0,0,30,0
25,9, White, Male,0,0,40,0
33,13, White, Male,3103,0,43,1
37,9, White, Female,0,0,35,0
53,9, White, Female,0,1876,38,0
28,10, White, Male,0,0,40,0
33,13, White, Female,0,0,40,1
41,9, White, Male,0,0,40,0
61,13, White, Male,0,0,50,0
25,10, White, Female,0,0,25,0
35,9, White, Female,0,0,40,1
64,11, White, Male,0,0,40,1
28,9, White, Male,0,0,38,0
39,10, White, Male,0,1564,12,1
53,9, White, Male,0,0,40,0
28,9, White, Female,0,0,40,0
38,10, Black, Female,0,0,40,0
25,13, White, Male,0,0,35,0
19,10, White, Female,0,0,30,0
20,12, White, Female,0,0,30,0
55,9, White, Female,0,2246,40,1
52,14, Black, Female,0,1848,40,1
30,9, White, Female,0,0,40,0
47,9, White, Female,0,1974,40,0
22,6, White, Male,0,0,30,0
24,9, White, Male,4386,0,40,1
26,13, White, Female,0,0,40,0
27,9, White, Male,0,0,45,0
57,5, White, Male,0,0,40,0
18,14, White, Female,0,0,60,0
30,13, White, Male,0,0,45,0
34,13, White, Female,0,0,50,0
40,10, White, Male,5178,0,60,1
60,9, Black, Female,0,0,38,0
25,8, White, Male,0,0,40,1
39,13, White, Male,0,0,55,0
48,9, White, Female,0,0,40,1
27,10, White, Male,0,0,30,0
33,9, White, Male,0,0,65,1
65,9, White, Male,0,0,40,0
52,9, White, Male,0,1977,40,1
27,13, White, Male,0,0,40,0
32,10, White, Male,0,0,40,0
45,10, White, Male,0,0,50,0
27,13, White, Male,0,0,45,0
57,10, White, Female,0,0,60,0
44,10, White, Male,0,0,55,1
30,14, White, Male,0,0,44,1
26,10, White, Female,0,0,40,0
28,10, White, Male,0,0,40,1
61,9, White, Male,0,0,40,1
49,9, White, Male,0,0,50,0
33,14, White, Male,15024,0,40,1
50,12, White, Male,0,0,50,1
53,4, White, Male,0,0,99,0
33,9, White, Male,0,0,40,1
22,10, White, Male,0,0,10,0
45,13, White, Male,0,0,40,1
47,9, White, Male,0,0,40,1
52,13, White, Male,0,0,40,1
57,9, White, Female,0,0,36,0
58,9, White, Female,2174,0,40,0
50,14, Amer-Indian-Eskimo, Female,0,0,50,1
33,10, Asian-Pac-Islander, Female,0,0,40,0
34,7, White, Male,0,0,40,0
20,10, White, Female,0,0,20,0
37,14, White, Male,7688,0,50,1
57,12, Black, Female,0,0,40,0
57,9, White, Male,0,0,48,0
21,12, White, Female,0,0,8,0
40,10, White, Male,0,0,40,0
23,10, White, Male,0,0,40,0
54,9, White, Male,0,0,20,0
38,10, White, Male,0,0,40,1
32,10, White, Male,15024,0,60,1
22,10, White, Female,0,0,40,0
27,9, White, Female,0,0,42,0
42,3, White, Male,0,0,40,0
36,9, White, Female,0,0,47,0
22,9, Black, Male,0,0,40,0
40,5, Black, Male,0,0,40,0
26,9, White, Male,0,0,45,0
46,9, Black, Male,0,0,40,0
28,7, White, Male,0,0,60,1
46,13, White, Male,0,0,45,0
55,9, White, Female,0,0,40,0
76,10, White, Female,0,0,20,0
27,13, White, Male,0,0,60,0
50,9, White, Male,0,0,40,1
75,9, White, Male,0,0,20,0
42,14, White, Male,0,0,40,1
36,14, Black, Female,0,0,40,0
51,9, White, Male,0,0,40,0
43,15, White, Male,15024,0,55,1
44,13, White, Male,0,0,40,0
60,3, White, Male,0,0,45,0
47,13, White, Male,0,0,45,1
73,7, White, Male,0,0,15,0
27,9, Black, Male,0,0,40,0
50,9, White, Male,15024,0,50,1
35,4, White, Male,0,0,40,0
45,13, White, Male,0,0,40,1
57,9, Asian-Pac-Islander, Male,0,0,40,1
34,9, White, Male,0,0,40,0
19,10, White, Female,0,0,16,0
25,9, Black, Male,0,0,40,0
39,13, White, Female,0,0,50,1
28,9, White, Male,0,0,40,1
48,14, White, Female,0,0,40,0
38,9, White, Male,0,0,44,0
53,3, Black, Female,0,0,10,0
19,9, White, Male,0,0,40,0
41,9, White, Female,0,0,60,0
23,12, Black, Female,0,0,36,0
32,9, White, Male,0,0,40,0
35,10, Amer-Indian-Eskimo, Male,0,0,40,0
21,11, White, Female,0,1602,30,0
24,13, White, Male,0,0,40,0
34,9, Black, Male,0,0,40,0
29,13, White, Female,0,0,25,1
55,9, White, Female,0,0,40,0
28,9, Asian-Pac-Islander, Male,0,0,40,0
46,9, White, Male,0,0,40,0
38,9, White, Male,0,0,40,0
29,10, Black, Female,0,0,40,0
35,13, White, Male,0,0,50,1
29,9, Black, Male,0,0,40,0
41,16, White, Male,0,0,50,1
40,9, White, Male,0,0,32,0
30,9, White, Female,0,0,40,0
72,7, Black, Female,0,0,35,0
17,7, White, Male,0,0,40,0
46,9, White, Male,0,0,70,0
38,13, White, Male,0,0,48,0
36,13, White, Female,0,0,45,0
24,12, White, Male,0,0,40,0
28,9, White, Female,0,0,35,0
28,9, White, Male,0,0,40,0
42,10, Other, Male,0,0,40,1
48,13, White, Male,0,0,40,1
37,9, White, Male,0,0,40,0
32,16, White, Male,0,0,40,1
55,10, Black, Male,7688,0,40,1
30,10, White, Male,0,0,40,0
68,4, White, Female,0,0,10,0
45,9, White, Female,0,0,30,0
26,9, White, Female,0,0,40,0
22,10, White, Female,0,0,40,0
22,10, White, Male,0,0,40,0
36,10, White, Male,7298,0,40,1
52,4, Black, Female,0,0,40,0
68,15, White, Female,0,0,16,0
26,13, Black, Female,0,0,40,1
46,9, White, Male,0,1672,50,0
53,14, White, Male,7298,0,40,1
17,7, White, Female,0,0,8,0
29,13, White, Male,0,0,75,0
41,10, White, Male,0,0,50,1
45,10, Black, Female,0,0,40,0
57,10, White, Female,0,0,50,1
30,13, White, Male,0,0,30,0
46,9, White, Male,0,0,45,1
45,12, White, Male,0,0,40,0
40,12, White, Male,0,0,52,0
38,9, White, Female,2036,0,20,0
59,4, White, Male,0,0,85,0
36,10, White, Male,0,0,40,0
40,4, White, Male,0,0,40,0
18,6, Black, Female,0,0,40,0
63,9, White, Female,0,0,40,0
29,14, White, Female,0,0,80,0
27,13, Black, Female,0,0,45,1
47,16, White, Male,0,0,50,1
20,9, White, Male,0,0,40,0
48,12, White, Male,0,0,45,0
29,9, White, Male,0,0,30,0
22,9, White, Female,0,0,40,0
42,12, White, Female,0,0,24,0
36,11, White, Male,0,0,40,0
60,6, Black, Female,0,0,40,0
41,9, Black, Female,0,0,40,0
43,9, White, Male,0,0,40,1
33,13, White, Male,0,0,38,1
34,4, White, Female,0,0,40,0
32,9, White, Female,0,0,35,0
52,5, White, Female,0,0,25,0
27,12, White, Male,0,0,40,0
60,14, White, Male,0,0,40,1
41,13, White, Female,7688,0,40,1
34,13, White, Male,0,0,62,0
30,9, White, Male,0,0,40,1
35,10, White, Female,0,0,25,0
39,13, Black, Female,0,0,40,0
64,10, White, Female,0,0,40,0
17,7, White, Male,0,0,20,0
37,11, White, Male,0,0,40,1
43,9, White, Male,0,0,45,0
30,9, White, Male,0,0,25,0
17,6, White, Female,0,0,12,0
29,9, White, Male,0,0,40,0
24,10, White, Male,0,0,40,0
27,13, White, Male,0,0,50,0
69,13, White, Male,0,0,40,0
30,9, White, Male,0,0,40,0
29,9, White, Male,0,0,40,0
61,4, Black, Male,0,1651,40,0
70,4, Black, Female,0,0,38,0
32,13, White, Male,0,1902,40,1
27,9, White, Male,9562,0,50,1
27,13, White, Female,0,0,40,0
19,10, White, Female,0,0,25,0
44,14, Black, Male,0,0,60,1
36,10, White, Female,0,0,40,0
45,14, White, Male,7298,0,50,1
29,13, White, Female,0,0,60,0
34,13, White, Male,7298,0,54,1
28,13, White, Male,0,0,50,0
34,3, White, Male,0,0,40,0
18,9, White, Female,0,0,20,0
39,10, White, Female,0,0,45,0
34,10, White, Male,0,0,40,0
35,14, White, Female,0,0,41,0
24,9, White, Male,0,0,40,0
41,13, White, Male,0,0,70,0
50,16, White, Male,0,1902,45,1
68,10, White, Male,0,0,30,0
35,7, White, Male,0,0,50,0
47,11, White, Male,0,0,40,0
43,14, White, Female,0,0,40,0
35,9, White, Male,0,0,40,0
34,10, White, Female,0,0,17,0
26,9, White, Male,0,0,40,0
50,10, White, Female,0,0,40,0
22,9, White, Female,0,0,40,0
20,9, Asian-Pac-Islander, Male,0,0,40,0
52,9, Asian-Pac-Islander, Male,0,0,40,0
71,9, White, Male,0,0,28,0
55,9, White, Female,0,0,40,0
17,7, White, Female,0,0,8,0
36,10, White, Female,0,0,40,0
39,8, White, Male,0,1848,40,1
27,13, Asian-Pac-Islander, Male,0,0,40,0
42,9, White, Female,0,0,40,0
22,9, White, Male,0,1719,40,0
57,11, White, Male,0,0,40,1
34,10, Black, Male,0,0,28,0
31,14, White, Female,0,0,60,0
24,13, White, Male,0,0,40,0
41,9, Black, Male,0,0,60,0
30,10, White, Female,6849,0,40,0
17,7, White, Female,0,0,32,0
26,9, White, Female,0,0,20,0
32,2, Other, Male,0,0,50,0
55,6, White, Male,0,0,45,0
19,8, Other, Female,0,0,20,0
28,14, White, Female,0,0,50,0
49,15, White, Male,0,0,60,1
23,13, White, Male,0,0,40,0
43,9, White, Male,0,0,40,0
40,10, White, Male,0,0,40,0
41,13, White, Male,0,0,40,1
23,10, White, Male,0,0,40,0
59,9, White, Male,0,1887,40,1
20,9, White, Male,0,0,35,0
21,9, White, Male,0,0,40,0
44,10, White, Male,0,0,50,0
31,13, White, Male,0,0,48,0
50,13, White, Male,4416,0,45,0
54,9, White, Male,0,0,45,1
28,9, White, Male,0,0,50,0
34,9, White, Male,0,0,40,0
46,14, White, Male,0,0,40,1
28,13, White, Male,0,0,60,1
23,9, Black, Male,0,2001,40,0
29,13, White, Male,0,0,40,1
35,9, White, Male,0,0,40,0
41,10, White, Male,7688,0,50,1
35,14, White, Male,7688,0,55,1
20,9, Other, Male,0,0,40,0
42,14, White, Female,2354,0,16,0
56,4, White, Female,5013,0,45,0
31,13, White, Male,0,0,45,0
23,9, White, Male,0,0,50,0
60,9, White, Male,0,0,40,0
28,10, White, Male,0,0,40,0
32,10, White, Male,0,0,60,1
36,14, White, Female,14084,0,40,1
44,13, White, Male,0,0,60,0
34,10, White, Male,0,0,48,1
27,9, Asian-Pac-Islander, Male,0,0,40,0
49,9, White, Male,0,0,50,0
48,9, Black, Female,0,0,40,0
47,9, White, Male,0,0,50,1
34,13, White, Male,0,0,65,1
27,12, White, Male,0,0,40,0
24,10, White, Male,0,0,40,0
24,9, White, Male,0,0,30,0
25,10, White, Male,0,0,40,0
36,11, White, Female,0,0,40,0
38,9, White, Male,0,0,45,0
57,3, White, Male,0,0,40,0
24,10, White, Male,0,0,50,1
41,9, White, Male,0,0,40,0
56,11, Black, Male,0,0,60,1
19,9, White, Female,0,0,40,0
44,9, Black, Male,0,0,32,0
34,11, White, Female,0,0,40,0
25,13, White, Male,0,0,40,0
27,9, White, Male,0,0,40,0
22,9, White, Male,0,0,40,0
59,10, White, Male,0,1887,55,1
34,7, White, Male,0,0,50,0
30,9, White, Male,0,0,65,1
21,10, White, Female,0,0,38,0
24,10, White, Male,0,0,40,0
35,13, White, Male,0,0,50,1
32,11, White, Male,0,0,40,0
45,10, White, Female,0,0,45,0
30,9, White, Female,0,0,40,0
28,13, White, Male,0,0,55,0
28,13, White, Female,0,0,5,0
29,9, White, Female,0,0,44,0
60,10, White, Male,0,0,40,0
28,11, White, Female,0,0,40,0
38,10, Black, Female,0,0,40,0
31,9, White, Male,0,0,50,1
28,10, White, Male,0,0,35,1
42,10, White, Female,0,0,23,0
40,5, White, Female,0,0,40,1
24,10, White, Male,0,0,40,0
37,10, White, Male,0,0,60,1
36,9, White, Male,0,0,40,0
39,13, White, Male,0,0,40,0
22,5, White, Male,0,0,35,0
46,10, White, Male,0,1628,40,0
28,13, White, Male,0,0,43,0
34,10, White, Female,0,0,40,0
42,10, White, Female,0,0,43,0
43,9, White, Male,0,0,40,0
35,9, White, Female,0,0,40,0
60,15, White, Male,3781,0,16,0
33,10, Black, Male,8614,0,40,1
22,9, White, Male,0,0,80,0
39,11, White, Male,0,0,40,0
33,13, Black, Male,5178,0,40,1
39,9, White, Male,0,0,40,0
37,7, White, Male,0,0,45,0
63,4, White, Male,0,0,60,1
46,10, White, Male,7688,0,38,1
48,9, Black, Female,0,0,40,0
33,9, Black, Female,0,0,40,0
65,10, White, Female,1848,0,20,0
39,9, White, Female,0,0,40,1
43,13, Black, Female,0,0,40,1
28,6, White, Male,0,0,40,0
50,9, White, Female,99999,0,35,1
24,13, White, Male,0,0,20,0
48,9, White, Male,0,0,40,0
35,10, White, Male,0,0,40,0
62,9, White, Male,0,0,40,0
42,10, White, Male,0,0,40,0
60,9, White, Male,99999,0,40,1
50,9, White, Male,0,0,50,1
40,15, White, Female,0,0,40,0
39,9, White, Male,0,0,40,0
43,9, White, Female,0,0,40,0
35,9, White, Male,0,0,38,0
39,13, White, Male,0,0,45,1
30,13, White, Male,0,0,40,1
32,10, Black, Male,0,0,65,0
18,10, White, Male,0,0,40,0
37,12, Black, Female,0,0,40,0
26,13, White, Female,0,0,40,0
51,9, White, Male,0,0,42,0
33,13, White, Male,0,0,45,0
46,13, White, Male,0,0,44,1
40,11, White, Male,0,0,50,1
34,11, White, Male,0,0,48,0
29,9, White, Male,0,0,40,0
47,10, White, Female,0,0,35,0
45,9, White, Female,0,0,30,0
53,9, White, Male,0,0,35,0
52,14, Asian-Pac-Islander, Male,0,0,40,0
64,4, White, Male,0,0,40,1
42,14, White, Male,0,0,45,1
44,10, White, Male,0,0,44,1
41,9, White, Male,7298,0,50,1
53,14, White, Male,0,0,43,1
25,9, White, Male,0,0,35,0
20,7, White, Female,0,0,40,0
29,11, White, Female,0,0,40,0
56,9, White, Male,0,0,40,0
45,16, White, Female,0,1977,30,1
56,9, White, Female,0,0,35,0
38,10, White, Male,7298,0,40,1
62,9, Asian-Pac-Islander, Male,0,0,40,0
28,13, White, Male,0,0,60,0
31,9, White, Male,3908,0,40,0
24,13, White, Male,0,0,40,0
65,13, White, Male,0,0,34,0
40,9, Black, Male,0,0,30,0
31,13, White, Male,0,0,40,0
35,9, White, Male,0,1741,60,0
42,14, Asian-Pac-Islander, Male,0,1902,40,1
20,9, White, Female,0,0,30,0
30,10, White, Female,0,0,40,0
25,13, White, Male,0,0,45,0
22,9, White, Male,0,0,40,0
31,10, White, Female,3908,0,40,0
56,10, Black, Male,0,0,50,1
51,9, Black, Male,0,0,32,0
36,6, White, Male,0,0,60,0
44,10, Black, Female,0,1590,40,0
49,14, White, Male,0,1755,45,1
28,9, White, Male,0,0,40,0
57,13, White, Male,7298,0,40,1
33,10, White, Male,0,0,65,0
49,13, White, Male,5178,0,40,1
74,16, White, Female,0,3683,20,1
48,13, White, Male,5013,0,45,0
38,13, White, Male,15024,0,40,1
39,9, White, Female,0,0,40,0
46,13, White, Male,7298,0,65,1
56,13, White, Male,0,0,40,1
27,13, White, Male,0,0,40,1
17,7, White, Female,0,0,40,0
28,5, Black, Female,0,0,40,0
42,14, White, Female,0,0,25,0
39,10, Black, Female,0,0,40,0
29,9, White, Male,3464,0,40,0
21,10, White, Male,0,0,10,0
36,10, Asian-Pac-Islander, Female,0,0,40,0
56,6, Black, Female,0,0,40,0
49,3, White, Male,0,0,40,0
47,10, White, Male,0,0,80,0
44,10, White, Female,0,0,40,0
40,2, White, Male,0,0,45,0
43,13, White, Male,15024,0,40,1
62,8, White, Male,0,0,48,0
52,15, White, Female,3103,0,30,1
25,9, Black, Female,0,0,40,0
63,14, White, Male,0,0,70,1
51,16, Asian-Pac-Islander, Male,0,0,99,0
25,9, Asian-Pac-Islander, Female,0,0,40,0
27,9, White, Female,0,0,40,0
48,10, White, Male,0,0,30,0
32,9, White, Male,0,0,40,0
36,10, White, Male,0,0,45,0
30,9, White, Male,0,0,40,0
45,14, White, Female,0,0,40,0
27,9, White, Male,0,0,50,0
41,13, White, Male,0,0,37,0
61,9, Black, Male,0,0,40,0
70,13, White, Female,0,0,55,0
55,7, Black, Female,0,0,40,0
35,13, White, Female,0,0,45,0
36,11, White, Male,0,0,38,0
29,10, White, Male,0,0,60,0
30,13, White, Female,0,0,40,0
39,13, White, Female,5455,0,60,0
18,9, White, Male,0,0,20,0
28,9, Black, Male,0,0,40,0
27,13, White, Male,0,0,45,0
38,9, White, Male,0,0,40,0
33,9, White, Male,0,0,40,0
25,9, White, Male,0,0,40,1
38,7, Black, Female,0,0,40,0
23,10, White, Male,0,0,45,0
40,11, White, Male,0,0,40,0
20,10, White, Female,0,0,20,0
41,9, White, Male,0,0,48,0
44,10, White, Female,0,0,38,0
49,13, White, Male,0,0,40,1
22,12, Black, Female,0,0,40,0
26,10, White, Female,0,0,40,0
47,12, White, Male,0,0,40,0
48,9, White, Female,0,0,25,0
28,9, White, Male,0,0,40,0
37,10, White, Male,8614,0,55,1
44,13, White, Male,0,0,40,0
53,13, White, Male,7298,0,40,1
36,14, White, Male,0,0,15,0
77,4, Other, Male,0,0,30,0
21,9, White, Male,0,0,35,0
24,13, Asian-Pac-Islander, Female,0,0,40,0
30,12, White, Female,0,0,40,0
51,11, White, Female,0,0,50,0
22,10, Asian-Pac-Islander, Female,0,0,30,0
23,10, Asian-Pac-Islander, Male,0,0,25,0
47,16, White, Male,99999,0,50,1
17,8, White, Male,0,0,20,0
48,13, White, Male,0,0,50,1
43,10, White, Male,0,0,40,1
34,8, White, Male,0,0,40,0
19,9, White, Female,0,0,35,0
42,10, White, Female,0,0,40,0
23,13, Asian-Pac-Islander, Male,0,0,40,0
61,15, White, Male,0,0,50,1
63,7, White, Male,0,0,30,0
65,9, White, Female,0,0,40,0
37,11, White, Male,7298,0,40,1
41,12, White, Male,0,0,40,1
21,9, White, Female,0,0,40,0
48,13, White, Female,0,0,35,0
51,10, White, Male,0,1887,40,1
43,13, White, Male,0,0,55,0
56,10, White, Male,0,0,60,0
47,9, White, Female,0,0,40,0
26,13, White, Male,0,0,24,0
39,10, White, Female,0,0,24,0
45,10, White, Male,0,0,75,0
49,9, White, Male,0,0,40,0
23,9, White, Male,0,0,30,0
69,9, White, Male,0,0,36,0
41,14, White, Male,0,0,60,1
40,9, White, Male,0,0,40,0
25,9, White, Male,0,0,40,0
52,9, White, Male,0,0,40,0
28,10, Black, Female,3325,0,50,0
50,12, White, Male,0,0,40,1
21,11, White, Female,0,0,30,0
48,10, White, Male,0,0,40,1
27,15, White, Male,0,0,42,1
63,9, White, Male,0,0,30,0
47,16, White, Male,0,0,40,1
37,16, White, Male,14084,0,45,1
58,9, White, Female,0,0,40,0
41,10, White, Male,0,0,51,0
67,10, White, Male,0,0,40,0
62,9, White, Female,0,0,48,0
28,10, White, Male,0,0,40,1
26,8, White, Male,0,0,40,0
46,15, White, Male,0,0,65,1
29,9, White, Male,0,0,40,0
39,13, Asian-Pac-Islander, Male,0,0,40,1
25,14, White, Female,0,0,35,0
20,10, White, Female,0,0,35,0
21,10, White, Male,0,0,40,0
25,13, White, Male,0,0,50,0
44,15, White, Male,0,0,50,1
37,9, White, Male,0,0,38,0
50,14, Asian-Pac-Islander, Male,7298,0,40,1
29,9, White, Female,0,0,40,0
18,10, Black, Female,0,0,21,0
32,13, White, Female,0,0,40,0
58,11, White, Female,0,0,60,0
50,9, White, Male,0,0,40,1
29,10, White, Female,0,0,18,0
58,9, White, Male,0,0,60,1
29,10, White, Female,0,0,40,0
36,9, White, Male,0,0,45,1
21,9, White, Male,0,0,35,0
49,9, White, Female,0,0,40,0
60,14, White, Female,0,0,50,0
39,10, White, Male,3103,0,50,1
50,12, White, Male,0,1902,40,1
30,10, White, Female,0,0,48,0
64,9, White, Male,0,0,20,0
29,12, Black, Female,0,0,40,0
40,13, White, Male,7298,0,40,1
42,9, White, Male,0,0,50,0
55,9, White, Female,0,0,40,0
43,9, White, Male,0,0,45,0
28,8, Black, Male,0,0,40,0
46,12, White, Male,0,0,38,1
34,9, White, Male,0,0,40,0
47,14, White, Female,7688,0,38,1
43,14, White, Female,0,0,40,0
24,10, Black, Female,0,0,25,0
21,7, White, Male,0,0,40,0
65,13, White, Male,0,0,40,1
20,10, White, Male,0,0,40,0
31,14, White, Female,0,0,25,0
38,9, White, Male,3464,0,40,0
22,10, White, Male,0,0,40,0
20,10, Other, Female,0,0,20,0
44,10, White, Male,0,0,60,0
44,14, White, Female,0,0,40,0
41,16, White, Male,0,0,60,1
38,9, White, Male,0,2205,40,0
21,10, White, Female,0,0,25,0
24,10, Other, Female,0,0,30,0
24,14, White, Female,0,0,45,0
28,9, White, Female,0,0,40,0
39,13, White, Female,0,0,35,0
48,10, White, Male,3325,0,40,0
24,9, White, Male,0,0,40,0
50,9, Asian-Pac-Islander, Male,0,0,35,1
50,10, White, Male,4064,0,55,0
68,10, White, Male,0,0,40,0
31,14, White, Male,0,0,50,0
22,2, White, Male,0,0,40,0
25,9, White, Male,0,0,40,0
28,10, White, Female,0,0,40,0
17,7, White, Female,0,0,15,0
24,16, White, Female,0,0,99,0
20,6, White, Female,0,0,36,0
45,12, White, Male,0,0,40,1
44,10, White, Female,1506,0,45,0
57,4, White, Male,0,0,40,0
33,13, White, Male,0,1902,55,1
22,10, Asian-Pac-Islander, Male,0,0,24,0
41,9, White, Female,0,0,40,0
51,13, White, Male,0,0,40,0
46,13, White, Male,0,0,40,0
52,9, White, Female,0,0,38,0
50,13, White, Male,0,0,40,1
26,13, White, Female,0,0,50,0
17,6, Black, Female,0,0,12,0
64,10, White, Male,0,0,40,0
51,9, White, Male,0,0,40,1
28,9, White, Male,0,0,35,0
51,13, White, Female,0,0,40,0
39,13, White, Male,0,1762,40,0
48,10, White, Female,0,0,32,0
44,10, White, Female,0,0,40,1
47,7, White, Male,0,0,40,0
52,9, White, Female,0,0,40,0
58,10, White, Female,0,0,39,0
19,7, White, Female,0,0,40,0
40,13, White, Male,0,0,40,1
23,10, White, Male,0,0,40,0
31,13, White, Male,0,0,40,0
40,12, White, Male,0,0,40,1
48,10, White, Male,0,0,38,1
46,14, White, Female,0,0,50,1
32,9, Black, Female,3908,0,40,0
50,9, White, Male,0,0,40,0
18,9, White, Male,0,0,37,0
26,14, White, Female,0,0,30,0
36,13, White, Female,0,0,20,0
26,11, White, Female,594,0,35,0
19,10, White, Female,0,0,15,0
53,12, White, Male,15024,0,40,1
54,10, Black, Male,0,0,41,0
